id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7150568,Pristine Designer Studio w Parking,37377039,Carlitos,,Downtown/Civic Center,37.77986939039725,-122.42136163937084,Entire home/apt,250,2,5,2015-08-27,3.26,1,24
2959323,Fantastic Hotel/TS (Union Square),6346492,Dana,,Downtown/Civic Center,37.78800428544922,-122.41145768222721,Entire home/apt,180,1,2,2014-10-04,0.12,27,0
7950863,Most Central Accomodation in SF,36657446,Laura,,Downtown/Civic Center,37.78391082153292,-122.41998244212247,Entire home/apt,125,1,0,,,1,317
1484792,Live like a San Franciscan!,5192660,Mario,,Downtown/Civic Center,37.778540292681456,-122.42267723747517,Entire home/apt,275,2,65,2015-08-16,2.80,1,303
2468125,Donatello near Moscone and Union Sq,11638127,Dave,,Downtown/Civic Center,37.787159795389314,-122.40983493987348,Private room,197,1,2,2014-10-14,0.18,3,0
3053867,Pristine Downtown Loft,15103537,Red Angel Executive Apartments,,Downtown/Civic Center,37.780249151308716,-122.4143047929936,Entire home/apt,230,2,54,2015-08-29,3.57,2,69
1483853,Super Hotel/Timeshare Union Sq.,6346492,Dana,,Downtown/Civic Center,37.788390848045054,-122.40937138430118,Entire home/apt,179,2,28,2015-07-15,1.18,27,56
7419046,Club Donatello in Hotel Donatello.,30540983,Richard,,Downtown/Civic Center,37.788708411697684,-122.4113396980822,Private room,1000,1,0,,,1,28
4902799,Private room near downtown (9),25176023,Tony,,Downtown/Civic Center,37.784874830395694,-122.4153947166238,Private room,88,1,47,2015-08-28,5.73,7,316
3952627,"Modern, top floor studio",18886781,Kelly,,Downtown/Civic Center,37.788228036477314,-122.41248794878526,Entire home/apt,180,5,4,2014-11-24,0.33,1,274
7388613,Private Room @ Heart of SF Downtown,4132487,Dustin,,Downtown/Civic Center,37.7856416343994,-122.40952867495585,Private room,94,2,3,2015-08-17,3,1,38
7620461,Downtown Studio,39968848,Eric,,Downtown/Civic Center,37.78484608959774,-122.41492932402133,Entire home/apt,179,1,8,2015-08-29,8,1,334
2478558,"Donatello hotel room, Union Square",11638127,Dave,,Downtown/Civic Center,37.787772368584385,-122.41084447047123,Private room,197,1,1,2014-07-10,0.07,3,0
7162430,Light-filled 1BR in Nob Hill,6267,Michael,,Downtown/Civic Center,37.78918820554654,-122.41537852032022,Entire home/apt,250,3,3,2015-08-01,2.09,1,39
8089051,Downtown Hotel/TS Studio Union Sq,6346492,Dana,,Downtown/Civic Center,37.788457061107074,-122.41116984385793,Entire home/apt,250,1,0,,,27,2
2948159,"Panoramic Views!   2BR, 2BA",4020174,Stefan,,Diamond Heights,37.743014074033944,-122.4418756252383,Entire home/apt,285,2,11,2015-08-08,0.83,1,344
3433930,Float above San Francisco,10622206,Paul,,Diamond Heights,37.746990972717754,-122.44155699790113,Private room,174,2,32,2015-08-16,2.35,2,253
2155675,Cozy little get away - STR-0000086,9730925,Brad & Chris,,Diamond Heights,37.74518784639202,-122.44942013737113,Entire home/apt,155,3,113,2015-08-31,5.88,2,314
3167840,Private bedroom with own entrance,4740696,Mitch,,Diamond Heights,37.744194154656036,-122.44047420408164,Private room,115,4,1,2014-06-27,0.07,2,350
4318081,"Whole floor, private bath",1472764,Justin,,Diamond Heights,37.73601846633893,-122.44301620609683,Entire home/apt,225,2,0,,,1,4
40418,Studio Apartment in Noe Valley,173772,Isaac,,Diamond Heights,37.74591342391553,-122.4466520760389,Entire home/apt,100,2,209,2015-08-26,3.36,1,309
5415450,"Ultra Clean Cozy Modern Room, Views",18474672,Farzad,,Diamond Heights,37.7429644531352,-122.4481023333398,Private room,90,4,23,2015-08-12,3.61,1,11
6887001,Master Bedroom with Stunning Views!,12067361,Alena & Alex,,Diamond Heights,37.74643167264345,-122.4417384606237,Private room,115,4,7,2015-08-17,4.67,2,40
7310228,Clean room in nice neighborhood,38298520,,,Diamond Heights,37.74570743846799,-122.44019899079301,Private room,83,30,3,2015-08-10,2.50,1,365
7682618,Private room/bath across from park,876150,Richard,,Diamond Heights,37.73606953756831,-122.44001094798031,Private room,116,3,1,2015-08-18,1,1,67
1857226,3 B'room/ 3Bathroom w/2 car parking,5480373,Louise And Jim,,Diamond Heights,37.73564259981562,-122.44085412792212,Entire home/apt,325,4,26,2015-08-20,1.71,2,210
7897397,Garden View Bedroom with Balcony,12067361,Alena & Alex,,Diamond Heights,37.745730805322715,-122.44099133951846,Private room,85,2,0,,,2,1
7478864,Mid-Century Modern 3bd/3ba,2564127,Jee Young,,Diamond Heights,37.7385158932751,-122.43684673830593,Entire home/apt,375,2,1,2015-08-07,1,1,46
1822319,Lovely house+beautiful neighborhood,191936,Sam,,Diamond Heights,37.73498517344594,-122.43996393839565,Private room,250,1,14,2015-06-15,0.94,1,89
7419076,Tiocfaidh ar la,38863639,Ronan,,Diamond Heights,37.744062161144036,-122.43952566990983,Shared room,120,1,0,,,1,20
647360,Merced Manor Luxurious Modern Apt.,3245648,Eric & Peter,,Lakeshore,37.73100214943675,-122.47932055751991,Entire home/apt,225,3,43,2015-08-17,1.20,1,263
3498457,"Garden View, Free WiFi Private Room",2497401,,,Lakeshore,37.715939717143804,-122.47941670746171,Private room,86,30,0,,,2,336
4932734,Parkmerced apartment 1Bedroom,25412594,Liv,,Lakeshore,37.715986641414176,-122.47392608195445,Private room,40,1,1,2015-01-08,0.13,1,97
3752365,Large bright City Room 2 big  beds,5749696,Cindy,,Lakeshore,37.71934138506143,-122.48140851558581,Private room,130,1,33,2015-08-15,2.68,5,311
4606478,Joyful & Restful Vacation in SF,23624022,Stella,,Lakeshore,37.716088424375215,-122.47312005421291,Entire home/apt,265,2,13,2015-08-05,3.90,1,23
2112300,Nice Bedroom in San Francisco :),6204889,Evrim/David,,Lakeshore,37.71919567682064,-122.47887911027874,Private room,76,1,73,2015-09-01,3.82,2,142
7976596,15 min away from down town by uber.,42099997,Lucas,,Lakeshore,37.71867848737455,-122.48205398355063,Private room,60,1,0,,,1,339
4788329,Entire Spacious One BR Apartment ,19869124,Max,,Lakeshore,37.715938046684435,-122.47983051927086,Entire home/apt,135,4,2,2015-08-24,0.69,1,236
576473,"Garden View, Free Wifi Large Room  ",2497401,,,Lakeshore,37.714207338502,-122.48086686342226,Private room,146,30,5,2014-08-20,0.37,2,328
7086626,Lakeshore Grove - Single Bed Suite,11609628,Isaac,,Lakeshore,37.733863593024445,-122.49299437778923,Private room,129,1,2,2015-08-20,1.25,2,348
6627757,Stylish Apartment in San Francisco,34691410,Ismael,,Lakeshore,37.7160079135625,-122.47382694480946,Entire home/apt,130,2,1,2015-08-11,1,1,67
3513741,Private Room for Outside Lands!,9503865,Dania & Yoav,,Lakeshore,37.73404481189956,-122.48898054635235,Private room,250,1,7,2015-08-10,0.91,1,365
535743,"1 BR/1BA/Balcony, Golf/Beach/SF Zoo",2632753,Sasha,,Lakeshore,37.712618171576125,-122.48873629743363,Entire home/apt,135,1,1,2015-08-25,1,1,14
7229828,Scenic Lakefront 1br near the Ocean,1820663,Alexander,,Lakeshore,37.71568648361427,-122.49811601571876,Entire home/apt,125,3,4,2015-08-02,2.14,1,28
6109169,"Great View, Spacious One Bedroom",5606464,Freddie,,Lakeshore,37.71692546241088,-122.48136978543447,Entire home/apt,120,2,3,2015-07-11,0.89,1,107
5729116,Bright one BR close to Lake Merced,11852868,Marie,,Lakeshore,37.71470808515466,-122.47553038778634,Entire home/apt,150,1,9,2015-08-23,3.70,1,305
8034451,2BDRM Top Floor of Townhome,42421831,Kieron,,Lakeshore,37.718510206145254,-122.47632466186529,Entire home/apt,199,1,0,,,1,363
7984006,Charming Light-filled Apartment,12696303,Emily,,Lakeshore,37.73748752771696,-122.47137970690237,Entire home/apt,210,1,0,,,1,6
3684484,Large bright City Apartment,5749696,Cindy,,Lakeshore,37.71708020214577,-122.47480847833047,Entire home/apt,250,1,40,2015-08-24,3.23,5,322
1786394,Nice San Francisco Apartment :),6204889,Evrim/David,,Lakeshore,37.71947054576123,-122.47830412598783,Entire home/apt,130,2,14,2015-08-22,0.66,2,172
7333009,"Cozy 1bd room, with view on a pool",9407480,Isabel,,Lakeshore,37.71764954823196,-122.49895090885056,Entire home/apt,120,2,0,,,1,257
7808784,Parcmerced apts,41107425,Phil,,Lakeshore,37.71727055119841,-122.48117813291447,Private room,80,1,0,,,1,364
949557,Room next to Olympic Golf Courses,191594,Jimmy,,Lakeshore,37.711643994050355,-122.48497067848726,Private room,283,1,0,,,1,28
5059214,Cozy Bedroom for true explorer,7528879,Damian,,Lakeshore,37.71728074887002,-122.48159927435825,Private room,80,1,0,,,1,205
1198251,Japanese Style Room w/Private Bath,4025175,Glory And Chris,,Lakeshore,37.713413412673,-122.4737037779985,Private room,65,3,44,2015-08-17,1.81,1,46
4743997,House w/ Parking & Private Bath,24482642,Nelson,,Lakeshore,37.72042526316486,-122.47261075973965,Private room,99,1,19,2015-08-24,5.00,1,169
7844794,"Nice Apartment, close to SFSU",17020862,Meshal,,Lakeshore,37.716533114461505,-122.47392043540263,Shared room,55,1,0,,,1,365
6092280,1 Bedroom directly in front of Lake,31603415,Mari,,Lakeshore,37.715387288046664,-122.49776702720467,Entire home/apt,130,1,0,,,1,118
7499281,Air Mattress in a Shared Space,39280143,Jonathan,,Lakeshore,37.731370044779986,-122.48956015652311,Shared room,59,1,2,2015-08-11,2,1,361
6716377,Lovely townhouse in San Francisco,35165663,Michelle,,Lakeshore,37.717080984263056,-122.47724608701778,Entire home/apt,125,2,4,2015-08-07,1.48,1,61
4956493,Sunny&Spacious in the heart of SF!,20447625,Christina,,Russian Hill,37.80111910050603,-122.4242557441494,Private room,203,3,15,2015-07-20,2.24,1,73
7579821,"Cozy modern apartment, Russian Hill",39743506,Jordan,,Russian Hill,37.8064264851605,-122.42049008021148,Private room,425,1,0,,,1,12
981913,Quaint Russian Hill Apartment!,3471956,Salima,,Russian Hill,37.79956796472299,-122.41445582611134,Entire home/apt,144,2,56,2015-08-27,4.15,3,61
7402811,Russian Hill Oasis,23746368,Wynn,,Russian Hill,37.798884169743246,-122.42206383821599,Entire home/apt,425,1,0,,,1,361
2512056,INTIMATE Studio in Best Location,1091811,Sean,,Russian Hill,37.7988310294903,-122.42260911559582,Entire home/apt,180,1,65,2015-08-24,3.62,21,127
4190911,"Bright, spacious, central 1-bedroom",21742980,Austin,,Russian Hill,37.79764600158259,-122.42347120793005,Entire home/apt,179,2,2,2014-10-13,0.18,1,247
6913994,Art Deco Room in North Beach,8377815,Katelyn,,Russian Hill,37.797439073754234,-122.41171441037545,Private room,115,1,4,2015-07-27,1.64,1,30
1932656,Master Suite @  Panoramic Penthouse,1726785,Sid,,Russian Hill,37.80426453024716,-122.41665099578088,Private room,300,3,20,2015-08-14,1.13,3,359
490215,Cozy Studio In North Beach ,2283942,Leon,,Russian Hill,37.798830092842074,-122.41045276443025,Entire home/apt,129,1,150,2015-08-28,5.99,4,299
1995254,Top floor sanctuary in North Beach,735873,Christina,,Russian Hill,37.80202518874419,-122.41418828201358,Private room,120,1,2,2014-10-10,0.18,1,242
4256050,Full Golden Gate Bridge View 1 BD,17181019,Agnes,,Russian Hill,37.79858003114057,-122.42224652401862,Entire home/apt,299,1,3,2015-08-09,0.95,1,358
4157431,Amazing Edwardian in Prime Location,21573904,,,Russian Hill,37.79884095804784,-122.42024168852079,Entire home/apt,200,30,26,2015-07-24,2.27,1,158
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,Suzette,,Russian Hill,37.802987167698234,-122.42447208867594,Entire home/apt,200,4,25,2015-08-31,0.64,1,336
1076743,2BD Russian Hill Hideaway,887032,Clare & Jarret,,Russian Hill,37.799505166689784,-122.41713527803797,Entire home/apt,425,2,41,2015-08-19,1.44,1,327
1145668,North Beach Hideaway - 3bd & 1ba,662116,Sara,,Russian Hill,37.79930802868313,-122.4100997918438,Entire home/apt,325,1,62,2015-08-16,2.22,1,298
1864687,Sunlit Cottage in Russian Hill,1091811,Sean,,Russian Hill,37.79880218350186,-122.41564070469126,Entire home/apt,229,5,30,2014-10-29,1.36,21,0
7825894,Studio with beautiful garden,33688991,Holly,,Russian Hill,37.79746469116786,-122.42292753095093,Entire home/apt,166,2,1,2015-08-16,1,2,5
4061796,Room for Rent,2445727,Caz,,Russian Hill,37.80201882469274,-122.42338502947638,Private room,150,1,1,2015-08-17,1,2,365
3373348,"Charming, modern Russian Hill 2-bed",4497487,James,,Russian Hill,37.800646515671154,-122.41402866501043,Entire home/apt,350,4,3,2014-08-22,0.23,1,207
5202841,Russian Hill Cottage w/ Parking!,26914130,Red Angel Vacation Homes,,Russian Hill,37.802194995543346,-122.42171070471596,Entire home/apt,200,2,29,2015-08-18,4.53,1,11
4121415,Amazing Golden Gate Bridge View,2445727,Caz,,Russian Hill,37.799748058503575,-122.42239502528838,Entire home/apt,240,2,0,,,2,361
1636525,"Huge sunny room, best location!",6608804,Taleen,,Russian Hill,37.8028724905567,-122.42216952492953,Private room,250,1,5,2015-05-21,0.21,1,151
4022846,Boho Chic Lombard Street Flat,11690310,Louise,,Russian Hill,37.80144975024756,-122.41377054156686,Entire home/apt,350,2,6,2015-01-04,0.51,1,242
1597830,Cozy Studio in the heart of SF!,8500939,Derek,,Russian Hill,37.7989159580761,-122.42124187023282,Entire home/apt,497,6,12,2015-06-20,0.51,1,358
7495711,Mid-Century Studio/GG Bridge Views,1611622,Conor,,Russian Hill,37.80285935719595,-122.42179022326548,Entire home/apt,175,3,0,,,2,118
4549485,"Spacious, Classic North Beach Suite",23587810,Sarah,,Russian Hill,37.80220588946931,-122.41342319218357,Entire home/apt,195,5,15,2015-08-19,1.67,1,212
7856587,Private Room in Russian Hill,32069244,Will,,Russian Hill,37.7977600394123,-122.41918646153646,Private room,80,1,2,2015-08-21,2,1,0
4476703,Fantastic Location Charming Home,1125184,Victoria,,Russian Hill,37.80524094306458,-122.42057065042695,Entire home/apt,239,2,22,2015-08-23,3.16,1,306
416308,Studio on Nob/Russian Hill Border,68573,Devon,,Russian Hill,37.796419210037385,-122.42151743165184,Entire home/apt,130,1,41,2015-02-16,1.03,1,77
7220551,Large room in heart of north beach,23756266,Lloyd,,Russian Hill,37.799930038020484,-122.41291452084828,Private room,100,1,1,2015-07-16,0.61,1,344
3352906,Charming Russian Hill Perch,270856,Jeffrey,,Russian Hill,37.79892795996446,-122.42095489999608,Entire home/apt,190,2,17,2015-08-31,1.16,1,49
218567,Balcony on Fillmore Street +Parking,1130612,,,Russian Hill,37.79776526941423,-122.4233265470921,Entire home/apt,200,30,70,2015-06-29,1.45,1,336
6415219,Amazing 2BD w views of Alcatraz,8988188,Louise,,Russian Hill,37.804081564072874,-122.41906169971462,Entire home/apt,300,2,4,2015-08-03,1.19,1,84
2783251,Russian Hill/ North Beach Victorian,14235899,Ellen B,,Russian Hill,37.804157792953866,-122.41870811557482,Entire home/apt,205,5,52,2015-06-27,3.11,1,282
7714005,Studio with Incredible View!,5656675,Derek,,Russian Hill,37.80175589041785,-122.42275860865851,Entire home/apt,230,2,2,2015-08-29,2,1,351
5004959,Great Location!  - Russian Hill,16874143,Paul,,Russian Hill,37.797389101677894,-122.41914444934794,Private room,145,3,10,2015-08-24,2.86,1,70
976150,2bd Perfect Location in North Beach,1694794,Jen,,Russian Hill,37.80005516422597,-122.4164399288752,Entire home/apt,200,1,8,2015-07-28,0.31,1,149
7955727,Charming Victorian North Beach Flat,41954868,Heather,,Russian Hill,37.798640626936994,-122.41010568004256,Private room,125,1,3,2015-08-29,3,1,0
6869675,Beautiful North Beach Apartment,173078,Jared,,Russian Hill,37.800475323204054,-122.41380517127529,Private room,110,20,1,2015-07-31,0.88,1,59
7067609,Suites at Fishermans Wharf,37056567,Jeff,,Russian Hill,37.8052461813259,-122.42014091056154,Private room,450,3,0,,,1,351
7132823,Master BR w Jacuzzi & Steam Shower,20631914,Matt,,Russian Hill,37.797707367672935,-122.42381117433933,Private room,129,1,1,2015-08-14,1,1,316
6869890,Room on Russian Hill with view,6062921,Zack,,Russian Hill,37.797560047050695,-122.41890300861446,Private room,100,1,0,,,1,51
685320,Charming 2 Bedroom in Russian Hill!,3471956,Salima,,Russian Hill,37.80211507715714,-122.41541144141303,Entire home/apt,288,2,153,2015-08-25,4.30,3,100
4868581,2 room 1 bath APT,21704363,Zach,,Russian Hill,37.803191808925746,-122.41476213962704,Private room,200,3,3,2015-08-10,1.20,1,210
947860,Sunny Nob Hill Hangout w/ a View!,698337,Emily,,Russian Hill,37.79837266201578,-122.4132704851442,Entire home/apt,230,2,62,2015-08-25,2.04,9,194
4016268,1 bedroom in Russian Hill flat,196125,David,,Russian Hill,37.79811958650686,-122.42140189132273,Private room,250,1,0,,,5,365
3655811,Furnished in the Best Location,13832870,,,Russian Hill,37.798508323004604,-122.42065783364602,Entire home/apt,225,30,6,2015-04-30,0.51,1,334
643490,North Beach Zen Retreat,3217703,Deanna,,Russian Hill,37.799770193556796,-122.4149519256113,Private room,120,1,144,2015-08-22,4.01,1,187
6705673,Beautiful Russian Hill apt,4622320,Gerard,,Russian Hill,37.79867914165954,-122.4228206833555,Entire home/apt,700,1,0,,,1,365
4510120,"Clean, updated Russian Hill studio",8946750,Ginevra,,Russian Hill,37.80012682699978,-122.4230559581612,Entire home/apt,189,2,16,2015-08-23,1.78,1,336
5522423,Sunny 2 Bedroom in North Beach,5029119,Jessica,,Russian Hill,37.79909432699381,-122.41295046518236,Entire home/apt,300,1,0,,,1,158
3257834,Russian Hill's Peak Palace,9111273,Christian,,Russian Hill,37.79776479040391,-122.41572090949177,Private room,125,2,4,2015-06-14,0.34,4,274
738547,Spectacular Bay View Russian Hill,3860047,Robert,,Russian Hill,37.80627026553962,-122.41919113250341,Entire home/apt,325,3,21,2015-08-05,0.66,1,264
2965433,North Beach 2 bdrm w/stunning views,15068891,Sharone,,Russian Hill,37.800169293630525,-122.41243237403137,Entire home/apt,250,5,11,2015-08-09,0.72,1,125
269097,Artistic Retreat atop Russian Hill,1409712,Tracy T.,,Russian Hill,37.7995301713821,-122.4186070317191,Private room,130,1,205,2015-08-24,4.64,1,265
810969,Cool North Beach Corner Apt.,659041,Rose,,Russian Hill,37.800195512110626,-122.4100970492914,Entire home/apt,189,4,45,2015-08-03,1.40,1,350
5683192,3 Bedrooms/1Bath - North Beach,29465161,Elsa,,Russian Hill,37.80053038087853,-122.41595684999706,Entire home/apt,300,5,5,2015-07-27,0.93,1,312
442714,"Quiet Oasis, North Beach",1300228,Jaime,,Russian Hill,37.79969548150736,-122.41202237077812,Entire home/apt,200,2,4,2015-07-21,0.11,1,199
2203488,"Adorable, immaculate N. Beach jewel",11241443,Kate,,Russian Hill,37.80042862413626,-122.41194467157787,Entire home/apt,220,6,3,2015-01-30,0.23,1,230
640735,Charming flat with Golden Gate view,129027,Kassidee,,Russian Hill,37.80116917971377,-122.42312500140874,Entire home/apt,235,4,4,2015-08-26,0.50,1,3
7421483,2bd Penthouse Condo Views/Location,38876448,Kristin,,Russian Hill,37.80505085608338,-122.4183381897766,Entire home/apt,425,2,4,2015-08-26,4,1,296
1456045,Sunny-Quiet-Central,1367822,Cynthia,,Russian Hill,37.8016433761103,-122.41781652363603,Entire home/apt,300,2,60,2015-08-17,3.15,1,34
2537332,3 Bdroom w/ Livingroom & BackGarden,12991992,Sam,,Russian Hill,37.80127344860274,-122.4186637802261,Entire home/apt,999,2,13,2015-05-24,0.83,1,328
1521369,Black Leather Couch in Living Room,4924711,Daniel,,Russian Hill,37.79822885817118,-122.41042409382517,Shared room,95,1,20,2015-07-24,0.80,3,365
506465,3br  Edwardian flat on Russian Hill,196125,David,,Russian Hill,37.799546946300794,-122.41994329883609,Entire home/apt,594,1,9,2015-08-13,0.75,5,358
3750361,"Cozy, bright 2-bd, great location!",186885,Eiman,,Russian Hill,37.80391348806904,-122.41836659534809,Entire home/apt,350,2,8,2015-08-10,0.67,1,355
59381,Ultra Panaramic View Contemporary ,285168,Bill,,Russian Hill,37.80310149636795,-122.41595794952552,Private room,130,2,74,2015-08-26,1.41,4,348
208831,Virtually Your Own Apt in Nth Beach,1028577,Peter,,Russian Hill,37.80242099129454,-122.41440194674655,Entire home/apt,145,3,235,2015-08-28,4.90,1,253
8073138,"Russian Hill condo, stunning views",32928456,William,,Russian Hill,37.79834762580904,-122.41506479923295,Entire home/apt,1000,3,0,,,1,6
5525110,"Large Sunny Room, Key Location",1851245,Jose,,Russian Hill,37.802274366308666,-122.41590388988209,Private room,150,2,36,2015-08-15,6.24,2,263
4829708,A Tasteful Apt in Russian Hill,6073262,Tasha,,Russian Hill,37.796889128963215,-122.4229390251242,Shared room,65,1,10,2015-08-29,1.46,1,50
6074750,1 Bedroom/Bath in ♡ of North Beach!,31531759,Jamie,,Russian Hill,37.79824673174105,-122.4109028779717,Private room,172,2,28,2015-08-22,6.83,1,177
3125485,Russian Hill's Peak Palace II,9111273,Christian,,Russian Hill,37.798342974074245,-122.41550439771406,Private room,135,3,3,2015-06-30,0.24,4,283
6847237,Private Room in North Beach,1279714,Evan,,Russian Hill,37.79747286150025,-122.41037792509641,Private room,140,1,3,2015-07-30,1.36,1,283
2510204,INTIMATE Studio in Best Location,1091811,Sean,,Russian Hill,37.7965596512595,-122.42171840958719,Entire home/apt,144,1,69,2015-08-24,3.94,21,309
6955807,Beautiful North Beach Apartment,35292277,Heather,,Russian Hill,37.799769413044224,-122.41124309063306,Entire home/apt,250,3,0,,,1,46
1198860,"Unique Cottage, Phenomenal Views",2416757,Jessica,,Russian Hill,37.80048609735865,-122.41381469210332,Entire home/apt,225,2,10,2015-08-24,0.38,1,6
6834946,1 BR in a 2 BR Apt - Russian Hill!,4548549,Joseph,,Russian Hill,37.79775721708797,-122.4162330050083,Private room,49,1,1,2015-07-03,0.48,1,54
1036860,2bed-rm Suites at Fisherman's Wharf,5708168,Kowang,,Russian Hill,37.8051931677359,-122.42142817805177,Entire home/apt,298,2,3,2014-05-21,0.13,1,252
6852800,Charming Russian Hill Studio,11164643,Megan,,Russian Hill,37.800294613243544,-122.42245613557762,Entire home/apt,350,2,5,2015-08-14,2.27,1,328
102213,North Beach Hideaway / Quiet 1 BR,534566,,,Russian Hill,37.801524079564906,-122.41430793244174,Entire home/apt,147,30,102,2015-08-12,1.93,1,290
8117490,Russian Hill Private Studio,9997530,Raj,,Russian Hill,37.80027177849302,-122.42386725673079,Entire home/apt,350,3,0,,,1,3
468490,Penthouse Panaroma View Home :),285168,Bill,,Russian Hill,37.80139094743132,-122.41534214059685,Entire home/apt,900,2,5,2015-01-15,0.23,4,358
992596,Family-friendly 2BR in heart of SF,5450691,MacPhee Family,,Russian Hill,37.80094298211765,-122.4128080096063,Entire home/apt,275,4,12,2015-08-07,0.45,1,49
6694154,Beautiful Russian Hill Apartment,9078058,Kate,,Russian Hill,37.797688376658044,-122.41883068173459,Entire home/apt,244,4,1,2015-07-05,0.50,2,0
7860335,one bedroom for rent in private st,41428021,Mei,,Russian Hill,37.80333678436368,-122.42158853509623,Private room,210,1,0,,,1,365
238190,Contemp Panaromic Penthouse II,285168,Bill,,Russian Hill,37.80300926310588,-122.41580891918602,Private room,120,2,49,2015-08-23,1.04,4,330
2695774,Traditional & Comfortable SF Flat,13798182,Natalie,,Russian Hill,37.80130532979616,-122.4167034583924,Entire home/apt,504,2,64,2015-08-31,3.88,1,313
4465013,"December 19-Jan 1, North Beach, SF",9228926,Bianca,,Russian Hill,37.79892834991731,-122.41153679924572,Private room,120,1,0,,,2,280
4825464,Beautiful Russian Hill Private Room,9078058,Kate,,Russian Hill,37.798664998152105,-122.42036924845496,Private room,150,2,6,2015-08-23,2.69,2,0
7827513,Private bedroom in Russian Hill,24861323,Kolin,,Russian Hill,37.80035113746453,-122.42091352094279,Private room,100,4,0,,,1,1
565530,Room in beautiful Russian Hill,259158,Marc,,Russian Hill,37.80416021514775,-122.41825134998531,Private room,150,2,11,2015-03-13,0.29,2,151
3907765,1 bedroom in Edwardian Russian Hill,196125,David,,Russian Hill,37.79862010321417,-122.42137202577284,Private room,300,1,0,,,5,360
3907764,1 br in Edwardian Russian Hill flat,196125,David,,Russian Hill,37.799463381345916,-122.42019663738124,Private room,200,1,0,,,5,365
1449715,Cozy Russian Hill Apt,7460016,Danielle,,Russian Hill,37.797627781431686,-122.41519338777023,Private room,60,3,0,,,1,250
3939813,Amazing View from Russian Hill 1BD,8567391,Christopher,,Russian Hill,37.80493743885676,-122.42331300707517,Entire home/apt,225,1,25,2015-08-22,2.24,1,244
4729489,North Beach Best Location,626691,,,Russian Hill,37.800940068687055,-122.4113699355576,Entire home/apt,220,30,3,2015-08-31,0.39,1,306
5955398,Remodeled 3 Bedroom In North Beach,1257432,,,Russian Hill,37.79944529774641,-122.41302593391447,Entire home/apt,500,30,4,2015-05-23,0.84,1,306
2727041,3bd House w/ parking and courtyard,13955640,Lisa And Brad,,Russian Hill,37.796701228891536,-122.41918804051716,Entire home/apt,675,7,2,2014-08-08,0.15,1,244
825900,San Francisco Bay view of Alcatraz ,2103954,Rhett,,Russian Hill,37.804839388656276,-122.42302200957344,Private room,100,7,8,2014-11-15,0.29,1,241
7733046,An Urban Sanctuary on Russian Hill,40637599,Judy,,Russian Hill,37.79833653087556,-122.41851538956259,Private room,225,2,0,,,1,268
5658857,Classic Russian Hill Flat,1638506,Emily,,Russian Hill,37.79777437700529,-122.4213509937645,Entire home/apt,400,2,1,2015-06-14,0.37,1,260
4802613,Beautiful apartment in San Fran,24742436,Monica,,Russian Hill,37.80335969045897,-122.41520533899795,Entire home/apt,150,1,0,,,1,239
7481182,Cute & Cozy Russian Hill Studio,2930261,Laura,,Russian Hill,37.79718598180511,-122.421065922065,Entire home/apt,180,2,3,2015-08-23,2.37,1,141
3544033,Ideal Location: 1br in Russian Hill,2379526,Jeff,,Russian Hill,37.79946066497845,-122.42261268202424,Entire home/apt,200,1,0,,,1,28
1999959,Stunning Views in Russian Hill!,1726785,Sid,,Russian Hill,37.803995829066714,-122.4173885102152,Private room,200,3,18,2015-05-19,1.11,3,13
1738133,Gorgeous Girl's Bedroom in San Fran,9153486,Preethi,,Russian Hill,37.800205913926554,-122.41436563969582,Private room,89,1,0,,,1,206
4588328,"Charming, Spacious & Central 1Bdr",3680365,Claire & Greg,,Russian Hill,37.79877742281754,-122.41529433701571,Entire home/apt,230,4,4,2015-08-28,0.60,1,0
7310084,Lovely Studio in ideal neighborhood,5277728,Tone,,Russian Hill,37.800814203049434,-122.42441631814204,Entire home/apt,190,5,1,2015-08-11,1,1,228
7418703,"LOCATION! AC,WIFI,Balcony WKND only",7912463,Judy,,Russian Hill,37.801323934236294,-122.41185487098547,Entire home/apt,350,1,1,2015-07-28,0.81,1,86
7376669,Private Master Room in 3 bedrm Flat,38644344,Amir,,Russian Hill,37.80216065057394,-122.41403153138324,Private room,140,5,1,2015-08-18,1,1,21
2723005,Welcome Moscone Conference Goers,9878850,Peggy,,Russian Hill,37.79863066515847,-122.42054818976818,Entire home/apt,649,3,10,2015-08-15,0.81,1,70
5838582,Amazing 1BD in Prime Location,5773124,Rehan,,Russian Hill,37.802500615640454,-122.42011675739316,Entire home/apt,160,4,2,2015-06-21,0.52,1,144
4295025,Luxury Flat with Panoramic Views  ,22296093,Kari,,Russian Hill,37.80133880960367,-122.4195591173386,Entire home/apt,750,4,1,2015-08-30,1,1,175
4808376,Christmas Week (Dec 18-25) in SF!,24766441,Paul,,Russian Hill,37.80461720206263,-122.41985667516359,Entire home/apt,200,7,0,,,1,88
3672198,Bright 1-bedroom with great views,10839658,Manu,,Russian Hill,37.79738156560857,-122.4231671764011,Entire home/apt,225,3,19,2015-08-20,1.45,1,322
